"nr_crt","autoritate_tutelara","intreprindere","cui","personal","calitate_membru","suma","indemnizatie_variabila","suma_num","indemnizatie_variabila_num"
"34","MINISTERUL MEDIULUI, APELOR SI PADURILOR","REGIA NAȚIONALĂ A PĂDURILOR-ROMSILVA","1590120","Sîiulescu Marius-Dan","Director/directorat","46632","","46632","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Adam Relu","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Banciu Ionuț-Sorin","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Dănilă Alin-Mihael","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Dragomir Oana Silvia","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Molnar Ervin","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Popescu Elena","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Ștefan Valentin Laurențiu","Membru CA/CS","14,832","","14832","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Chițescu Ștefan Bogdan","Director/directorat","34,149","","34149","0"
"35","Administratia Nationala Apele Romane","EXPLOATARE SISTEM ZONAL PRAHOVA","18856244","Hodorog Gabriela","Director/directorat","26,000","","26000","0"
"36","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea TELECOMUNICAȚII CFR","15034095","Bălan Jean Florin","Membru CA/CS","11,457","","11457","0"
"36","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea TELECOMUNICAȚII CFR","15034095","Mureșan Claudiu Marinel","Membru CA/CS","11,457","","11457","0"
"36","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea TELECOMUNICAȚII CFR","15034095","Ardelean Felix Corneliu","Membru CA/CS","11,457","","11457","0"
"36","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea TELECOMUNICAȚII CFR","15034095","Timiș Iuliana Adriana","Director/directorat","33,977","","33977","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Bârcă Iuliana Cristina","Membru CA/CS","24,148","","24148","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Boagiu Anca Daniela","Membru CA/CS","24,148","","24148","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Săsărman Monica","Membru CA/CS","24,148","","24148","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Marcu Mirel Alexandru","Membru CA/CS","24,148","","24148","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Ursu Mihăiță","Membru CA/CS","24,148","","24148","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Idolu Iulian Daniel","Membru CA/CS","24,148","","24148","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Iordache Costin Ionuț","Director/directorat","37,000","","37000","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Narcis Obeadă","Director/directorat","36,131","","36131","0"
"37","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Transporturi Aeriene Române - TAROM","477647","Farcaș Dorian","Director/directorat","36,131","","36131","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Mihălțan Cosmin Florin","Membru CA/CS","69,840","","69840","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Bunduc Constantin Gabriel","Membru CA/CS","69,840","","69840","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Bârchi Elena Mirela","Membru CA/CS","69,840","","69840","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Bachide Eduard","Membru CA/CS","69,840","","69840","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Bumbac Georgeta","Membru CA/CS","69,840","","69840","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Diaconu Cătălin - Reprezentant Fondul Proprietatea","Membru CA/CS","69,840","","69840","0"
"38","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Aeroporturi București","26490194","Bulgaru Gabriel","Director/directorat","69,723","","69723","0"
"39","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Grup Exploatare şi Întreţinere Palat C.F.R.","14893410","Olteanu Adrian","Membru CA/CS","6,978","","6978","0"
"39","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Grup Exploatare şi Întreţinere Palat C.F.R.","14893410","Osman Akan","Membru CA/CS","6,978","","6978","0"
"39","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Grup Exploatare şi Întreţinere Palat C.F.R.","14893410","Turmac George Adrian","Membru CA/CS","6,978","","6978","0"
"39","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Grup Exploatare şi Întreţinere Palat C.F.R.","14893410","Purcăreață Valentin","Membru CA/CS","6,978","","6978","0"
"39","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Grup Exploatare şi Întreţinere Palat C.F.R.","14893410","Săcăreanu Vlad","Director/directorat","28,000","","28000","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Măroiu Marian","Director/directorat","29,000","","29000","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Năvală Steluța Petronela","Director/directorat","24,000","","24000","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Lixandru Valentin Ștefan","Director/directorat","14,060","","14060","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Cojocaru Nicu Alexandru","Director/directorat","14,060","","14060","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Oprea Manuel- Florin","Membru CA/CS","5,100","","5100","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Nemțescu Cristian Constantin","Membru CA/CS","5,100","","5100","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Simion Lucian Eduard","Membru CA/CS","5,100","","5100","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Haschka Luiza Mihaela","Membru CA/CS","5,100","","5100","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Basangiac Constantin","Membru CA/CS","5,100","","5100","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Popescu Mitică","Membru CA/CS","5,100","","5100","0"
"40","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Fluviale Giurgiu","1284717","Costea Ionuț","Membru CA/CS","5,100","","5100","0"
"41","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administratia Canalelor Navigabile","11087755","Bumbac Georgeta","Membru CA/CS","12,212","","12212","0"
"41","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administratia Canalelor Navigabile","11087755","Voicu Ion Laurențiu","Membru CA/CS","12,212","","12212","0"
"41","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administratia Canalelor Navigabile","11087755","Goidea Florin","Membru CA/CS","12,212","","12212","0"
"41","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administratia Canalelor Navigabile","11087755","Goidea Florin","Director/directorat","37,344","","37344","0"
"41","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administratia Canalelor Navigabile","11087755","Popescu Cornelia","Director/directorat","31,120","","31120","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Anton Cristian","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Mainescu Marcel","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Teighiu- Jurj Stana Simona","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Novac Aurelian","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Trușcă Ștefania","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Mocan Marian","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Dumitru Matei","Membru CA/CS","20,000","","20000","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Taropa Lucian-Dorel","Director/directorat","26,039","","26039","0"
"42","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul International Timisoara- Traian Vuia","11178217","Ilyes Simona","Director/directorat","17,360","","17360","0"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Damian Ion","Membru CA/CS","27,024","81,072","27024","81072"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Mihalache Costin","Membru CA/CS","27,024","81,072","27024","81072"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Pistol Cristian-Ovidiu-Cătălin","Membru CA/CS","27,024","81,072","27024","81072"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Buzașu Septimiu","Membru CA/CS","27,024","81,072","27024","81072"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Bîrchi Ileana-Mirela","Membru CA/CS","27,024","81,072","27024","81072"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Pistol Cristian-Ovidiu-Cătălin","Director/directorat","56,322","168,966","56322","168966"
"43","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională de Administrare a Infrastructurii Rutiere","16054368","Mașala Ionuț - Laurențiu","Director/directorat","46,935","140,805","46935","140805"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Popa Gabriel","Membru CA/CS","10,300","30,900","10300","30900"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Preoteasa Traian","Membru CA/CS","10,300","30,900","10300","30900"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Flutur Sorin-Georgel","Membru CA/CS","10,300","30,900","10300","30900"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Stancu Marin","Membru CA/CS","10,300","30,900","10300","30900"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Mașala Ionuț - Laurențiu","Membru CA/CS","10,300","","10300","0"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Bucureanu Victoraș Florian","Membru CA/CS","10,300","","10300","0"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Drăgan Mihai","Membru CA/CS","10,300","","10300","0"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Preoteasa Traian","Director/directorat","44,000","132,000","44000","132000"
"44","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Călători “C.F.R. Călători”","11054545","Hanganu Aida","Director/directorat","43,000","129,000","43000","129000"
"45","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Comerciala de Reparatii Locomotive ""CFR SCRL"" BRASOV","14257595","Manole Mihai Victor","Membru CA/CS","8,000","","8000","0"
"45","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Comerciala de Reparatii Locomotive ""CFR SCRL"" BRASOV","14257595","Hanganu Aida","Membru CA/CS","8,000","","8000","0"
"45","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Comerciala de Reparatii Locomotive ""CFR SCRL"" BRASOV","14257595","Sandu Raluca Mihaela","Membru CA/CS","8,000","","8000","0"
"45","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Comerciala de Reparatii Locomotive ""CFR SCRL"" BRASOV","14257595","Moraru Liviu Alexandru","Membru CA/CS","8,000","","8000","0"
"45","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Comerciala de Reparatii Locomotive ""CFR SCRL"" BRASOV","14257595","Vasilescu Aurelian Bogdan","Membru CA/CS","8,000","","8000","0"
"45","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Comerciala de Reparatii Locomotive ""CFR SCRL"" BRASOV","14257595","Ilie Laurențiu Nicolae","Director/directorat","33,000","","33000","0"
"46","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Marfă ""CFR Marfă""","11054537","Diaconescu Radu","Membru CA/CS","2,790","","2790","0"
"46","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Marfă ""CFR Marfă""","11054537","Krall Mazilu Ion","Membru CA/CS","2,790","","2790","0"
"46","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Marfă ""CFR Marfă""","11054537","Șerbănescu Valentina","Membru CA/CS","2,790","","2790","0"
"46","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Marfă ""CFR Marfă""","11054537","Anoaica Dragoș","Membru CA/CS","2,790","","2790","0"
"46","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Naţională de Transport Feroviar de Marfă ""CFR Marfă""","11054537","Constantin Violeta","Membru CA/CS","2,790","","2790","0"
"47","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","ROFERSPED","9825567","Munteanu Ștefaniță","Membru CA/CS","5,128","","5128","0"
"47","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","ROFERSPED","9825567","Tănăsuică Nicolae - Mugurel","Membru CA/CS","5,128","","5128","0"
"47","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","ROFERSPED","9825567","Godja - Tătar Renata","Membru CA/CS","5,128","","5128","0"
"47","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","ROFERSPED","9825567","Costea Ionuț","Membru CA/CS","5,128","","5128","0"
"47","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","ROFERSPED","9825567","Matei Răzvan - Marian","Membru CA/CS","5,128","","5128","0"
"47","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","ROFERSPED","9825567","Batalu Sorin - Gabriel","Director/directorat","18,804","","18804","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Girla Laura Daniela","Membru CA/CS","5,700","","5700","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Branza Vladut","Membru CA/CS","5,700","","5700","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Apostol Roman Picu","Membru CA/CS","5,700","","5700","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Mirica Cristian","Membru CA/CS","5,700","","5700","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Vasilache Nicusor","Membru CA/CS","5,700","","5700","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Munteanu Cristian Eugen","Membru CA/CS","5,700","","5700","0"
"48","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Națională Administrația Porturilor Dunării Maritime SA - Galați","11776466","Costea Marcela Daniela","Director/directorat","37,176","","37176","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Ardelean Felix-Corneliu","Membru CA/CS","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Fatu Simona -Carmen","Membru CA/CS","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Mihu Stefan","Membru CA/CS","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Monea Gabriel","Membru CA/CS","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Teseleanu George","Membru CA/CS","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Artagea Bogdan - Ionut","Director/directorat","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Acatrinei Horia - Mihail","Director/directorat","23,280","","23280","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Artagea Bogdan - Ionut","Director/directorat","69,840","","69840","0"
"49","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Societatea Națională Aeroportul Internațional Mihail Kogalniceanu - Constanța","11212645","Acatrinei Horia - Mihail","Director/directorat","69,374","","69374","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Bogdan Pascu","Membru CA/CS","8,591","","8591","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Stefan Ionita","Membru CA/CS","8,591","","8591","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Catalin Urtoi","Membru CA/CS","8,591","","8591","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Marius Sorin Ovidiu Bota","Membru CA/CS","8,591","","8591","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Ion Cosmin Petrescu","Membru CA/CS","8,591","","8591","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Budescu Gabriel","Membru CA/CS","8,591","","8591","0"
"50","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Compania Nationala de Investitii Rutiere","36727850","Simion Lucian Eduard","Membru CA/CS","8,591","","8591","0"
"51","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Română a Serviciilor de Trafic Aerian - ROMATSA","1589932","Susnea Florentina","Membru CA/CS","70,275","","70275","0"
"51","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Română a Serviciilor de Trafic Aerian - ROMATSA","1589932","Cojoc Marius Adrian","Director/directorat","142000","62,560","142000","62560"
"51","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Română a Serviciilor de Trafic Aerian - ROMATSA","1589932","Ilie Laurentiu Andrei","Membru CA/CS","70,275","","70275","0"
"51","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Română a Serviciilor de Trafic Aerian - ROMATSA","1589932","Coman Constanța","Membru CA/CS","70,275","","70275","0"
"51","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Română a Serviciilor de Trafic Aerian - ROMATSA","1589932","Teodorescu Mihai","Membru CA/CS","70,275","","70275","0"
"51","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Română a Serviciilor de Trafic Aerian - ROMATSA","1589932","Cîtu-Radu Cristian","Director/directorat","127800","62,560","127800","62560"
"52","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Canalului Navigabil BEGA TIMIS","39669478","Mateescu Ioan","Director/directorat","19,859","","19859","0"
"52","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Canalului Navigabil BEGA TIMIS","39669478","Călin Mircea Florin","Membru CA/CS","4,924","","4924","0"
"52","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Canalului Navigabil BEGA TIMIS","39669478","Costina Andrei Ioan","Membru CA/CS","4,924","","4924","0"
"52","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Canalului Navigabil BEGA TIMIS","39669478","Tîrpe Manasia Roxana Andreea","Membru CA/CS","4,924","","4924","0"
"52","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Canalului Navigabil BEGA TIMIS","39669478","Costescu Irina Daniela","Director/directorat","12,569","","12569","0"
"52","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Canalului Navigabil BEGA TIMIS","39669478","Buduran Maria Andra","Director/directorat","12,569","","12569","0"
"53","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă REGISTRUL AUTO ROMÂN","1590236","Costel Dorin Ștefan","Membru CA/CS","29,538","","29538","0"
"53","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă REGISTRUL AUTO ROMÂN","1590236","Chiriac Petronel","Membru CA/CS","29,538","","29538","0"
"53","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă REGISTRUL AUTO ROMÂN","1590236","Mîndrescu Bogdan Stelian","Membru CA/CS","29,538","","29538","0"
"53","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă REGISTRUL AUTO ROMÂN","1590236","Moraru Ioan Dragoș","Membru CA/CS","29,538","","29538","0"
"53","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă REGISTRUL AUTO ROMÂN","1590236","Costa Cosmin-Lascuț","Membru CA/CS","29,538","","29538","0"
"53","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă REGISTRUL AUTO ROMÂN","1590236","Alina Mihaela Niță","Director/directorat","62,076","62,076","62076","62076"
"54","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Fluvială a Dunării de Jos Galați","1644670","Ivan Angela Stela","Membru CA/CS","11,000","","11000","0"
"54","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Fluvială a Dunării de Jos Galați","1644670","Dumitru Dorian","Membru CA/CS","11,000","","11000","0"
"54","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Fluvială a Dunării de Jos Galați","1644670","Voicu Ion Laurențiu","Membru CA/CS","11,000","","11000","0"
"54","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Fluvială a Dunării de Jos Galați","1644670","Marin Romeo","Membru CA/CS","11,000","","11000","0"
"54","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Fluvială a Dunării de Jos Galați","1644670","Ivan Angela Stela","Director/directorat","36,000","","36000","0"
"54","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Administrația Fluvială a Dunării de Jos Galați","1644670","Tănase Felicia","Director/directorat","34,200","","34200","0"
"55","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Autoritatea Aeronautică Civilă Română","5205651","Stoica Nicolae Octavian","Director/directorat","110856","110,856","110856","110856"
"55","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Autoritatea Aeronautică Civilă Română","5205651","Stoica Nicolae Octavian","Membru CA/CS","","","0","0"
"55","MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII","Regia Autonomă Autoritatea Aeronautică Civilă Română","5205651","Neacsu Mihai","Membru CA/CS","52,890","","52890","0"
