unnamed:_0,autoritate_tutelar,intreprindere,cui,personal,calitate,suma,indemnizatie_variabila,suma_num,indemnizatie_variabila_num
65,MINISTERUL ENERGIEI,ENERGONUCLEAR,25344972,Dascalu Vasile,Director/directorat,"5 8,800",,58800.0,0.0
66,MINISTERUL ENERGIEI,Fabrica de Prelucrare a Concentratelor de Uraniu Feldioara,44958790,Bacaintan Cristina,Membru CA/CS,"9,000",,9000.0,0.0
66,MINISTERUL ENERGIEI,Fabrica de Prelucrare a Concentratelor de Uraniu Feldioara,44958790,Vlasceanu Silvia,Membru CA/CS,"9,000",,9000.0,0.0
66,MINISTERUL ENERGIEI,Fabrica de Prelucrare a Concentratelor de Uraniu Feldioara,44958790,Dobre Raluca,Membru CA/CS,"9,000",,9000.0,0.0
66,MINISTERUL ENERGIEI,Fabrica de Prelucrare a Concentratelor de Uraniu Feldioara,44958790,Foghis Adrian George,Membru CA/CS,"9,000",,9000.0,0.0
66,MINISTERUL ENERGIEI,Fabrica de Prelucrare a Concentratelor de Uraniu Feldioara,44958790,Vacant,,,,0.0,0.0
66,MINISTERUL ENERGIEI,Fabrica de Prelucrare a Concentratelor de Uraniu Feldioara,44958790,Maracineanu Gelu Agafiel,Director/directorat,"5 5,398",,55398.0,0.0
67,MINISTERUL ENERGIEI,Nuclearelectrica Serv,45374854,Dobrica Anca Ioana,Membru CA/CS,"1 3,722",,13722.0,0.0
,MINISTERUL ENERGIEI,Nuclearelectrica Serv,45374854,Dolha Mircea,Membru CA/CS,"1 3,722",,13722.0,0.0
67,MINISTERUL ENERGIEI,Nuclearelectrica Serv,45374854,Roibu Dragos Stefan,Membru CA/CS,,,0.0,0.0
67,MINISTERUL ENERGIEI,Nuclearelectrica Serv,45374854,Vacant,,,,0.0,0.0
67,MINISTERUL ENERGIEI,Nuclearelectrica Serv,45374854,Roibu Dragos Stefan,Director/directorat,"4 1,166",,41166.0,0.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Chisalita Dumitru,Membru CA/CS,"2 7,378",,27378.0,0.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Jude Aristotel Marius,Membru CA/CS,,,0.0,0.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Nuț Marius Gabriel,Membru CA/CS,"2 7,378","328,536",27378.0,328536.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Braslă Răzvan,Membru CA/CS,"2 7,378","328,536",27378.0,328536.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Botond Balasz,Membru CA/CS,"2 7,378","328,536",27378.0,328536.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Vacant,,,,0.0,0.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Stoian Elena Lorena,Membru CA/CS,"2 7,378","328,536",27378.0,328536.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Popescu Răzvan,Director/directorat,"8 5,644","2,055,456",85644.0,2055456.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Jude Aristotel Marius,Director/directorat,"8 5,644","2,055,456",85644.0,2055456.0
68,MINISTERUL ENERGIEI,S.N.G.N. ROMGAZ,14056826,Trâmbițaș Gabriela,Director/directorat,"7 1,370","856,440",71370.0,856440.0
69,MINISTERUL ENERGIEI,DEPOGAZ,34915261,Stănescu Nicolae Bogdan Codruț,Membru CA/CS,"2 2,378","268,535",22378.0,268535.0
69,MINISTERUL ENERGIEI,DEPOGAZ,34915261,Țărîndă Ileana,Membru CA/CS,"2 2,378","268,535",22378.0,268535.0
69,MINISTERUL ENERGIEI,DEPOGAZ,34915261,Lazăr George,Membru CA/CS,"2 2,378","268,535",22378.0,268535.0
,MINISTERUL ENERGIEI,DEPOGAZ,34915261,Vasile Anna-Maria,Membru CA/CS,"2 2,378","268,535",22378.0,268535.0
69,MINISTERUL ENERGIEI,DEPOGAZ,34915261,Ciornea Anca-Isabela,Membru CA/CS,"2 2,378","268,535",22378.0,268535.0
69,MINISTERUL ENERGIEI,DEPOGAZ,34915261,Moise Sanda Madalina,Director/directorat,"8 5,294",,85294.0,0.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Avram Silviu Răzvan,Membru CA/CS,"1 9,902","238,322",19902.0,238322.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Bobirca Ana,Membru CA/CS,"2 2,820","257,543",22820.0,257543.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Persinaru Marius,Membru CA/CS,"1 9,902",,19902.0,0.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Ene Ciprian Mihail,Membru CA/CS,"1 9,902",,19902.0,0.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Radu Carmen,Membru CA/CS,"1 9,902","238,322",19902.0,238322.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Anca Mitu,Membru CA/CS,"1 9,902",,19902.0,0.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Toniuc George Marius,Membru CA/CS,"1 9,902","238,322",19902.0,238322.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Borbely Karoly,Director/directorat,"6 5,748","1,571,009",65748.0,1571009.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Badea Bogdan Nicolae,Director/directorat,"6 5,748","1,571,009",65748.0,1571009.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Constantin Radu Ioan,Director/directorat,"6 5,748","1,571,009",65748.0,1571009.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Fetita Marian,Director/directorat,"65,748","1,571,009",65748.0,1571009.0
70,MINISTERUL ENERGIEI,S.P.E.E.H. HIDROELECTRICA,13267213,Radoi Ianas,Director/directorat,"6 5,748","1,571,009",65748.0,1571009.0
71,MINISTERUL ENERGIEI,UZINA DE CONSTRUCTII MASINI HIDROENERGETICE,49594720,Aurel Băra,Membru CA/CS,"1 9,262",,19262.0,0.0
71,MINISTERUL ENERGIEI,UZINA DE CONSTRUCTII MASINI HIDROENERGETICE,49594720,Duma Alexandra,Membru CA/CS,"1 9,262",,19262.0,0.0
71,MINISTERUL ENERGIEI,UZINA DE CONSTRUCTII MASINI HIDROENERGETICE,49594720,Pocora Mihai Silviu,Membru CA/CS,"1 9,262",,19262.0,0.0
,MINISTERUL ENERGIEI,UZINA DE CONSTRUCTII MASINI HIDROENERGETICE,49594720,Fara Dan Cornel,Director/directorat,"3 8,461",,38461.0,0.0
72,MINISTERUL ENERGIEI,HIDROSERV,32097794,Novac Dragos Marian,Membru CA/CS,"1 7,502",,17502.0,0.0
72,MINISTERUL ENERGIEI,HIDROSERV,32097794,Levendi Dinca,Membru CA/CS,"1 7,502",,17502.0,0.0
72,MINISTERUL ENERGIEI,HIDROSERV,32097794,Pena Mihai-Dorin,Membru CA/CS,"1 7,502",,17502.0,0.0
72,MINISTERUL ENERGIEI,HIDROSERV,32097794,Grecu Marius Cristian,Director/directorat,"5 3,852",,53852.0,0.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Lungu Ion,Membru CA/CS,"1 6,533",,16533.0,0.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Vladescu Luminita,Membru CA/CS,"1 6,533",,16533.0,0.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Ungur Ramona,Membru CA/CS,"1 6,533","198,396",16533.0,198396.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Teseleanu George,Membru CA/CS,"1 6,533","198,396",16533.0,198396.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Misa George-Silvian,Membru CA/CS,"1 6,533","198,396",16533.0,198396.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Stan Olteanu Manuela Petronela,Membru CA/CS,"1 6,533",,16533.0,0.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Bodu Sebastian-Valentin,Membru CA/CS,"1 6,533","198,396",16533.0,198396.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Ciutureanu Viorel Sorin,Director/directorat,"5 1,000","612,000",51000.0,612000.0
73,MINISTERUL ENERGIEI,OIL TERMINAL,2410163,Frangu Adriana,Director/directorat,"50,000","600,000",50000.0,600000.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Kohalni Szabo Luminita Doina,Membru CA/CS,"2 1,398","256,776",21398.0,256776.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Buică Nicușor Marian,Membru CA/CS,"2 1,398","256,776",21398.0,256776.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Vaduva Silviu,Membru CA/CS,"2 1,398",,21398.0,0.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Tănăsică Oana- Cristina,Membru CA/CS,"2 1,398","256,776",21398.0,256776.0
,MINISTERUL ENERGIEI,CONPET,1350020,Gavrilă Florin-Daniel,Membru CA/CS,"2 1,398","256,776",21398.0,256776.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Zaman Andrei-Mihai,Membru CA/CS,"2 1,398","256,776",21398.0,256776.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Danila Alin Mihael,Membru CA/CS,"2 1,398","256,776",21398.0,256776.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Tudora Dorin,Director/directorat,"6 6,636","799,632",66636.0,799632.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Dumitrache Mihaela Anamaria,Director/directorat,"5 5,530","666,360",55530.0,666360.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Necșulescu Radu – Florentin,Director/directorat,"5 5,530","666,360",55530.0,666360.0
74,MINISTERUL ENERGIEI,CONPET,1350020,Toader Sanda,Director/directorat,"5 5,530","666,360",55530.0,666360.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Nancu Dumitru,Membru CA/CS,"2 3,359",,23359.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Vădan Laura Eugenia,Membru CA/CS,"2 3,359",,23359.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Neagu Alina Cristina,Membru CA/CS,"2 3,359",,23359.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Bodu Sebastian,Membru CA/CS,"2 3,359",,23359.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Deaconu Alexandru Stefan,Membru CA/CS,"2 3,359",,23359.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Foghiș Adrian,Director/directorat,"4 5,356",,45356.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Andrei Jean Vasile,Director/directorat,"4 5,356",,45356.0,0.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Chiriță Sorin,Director/directorat,"4 5,356","272,136",45356.0,272136.0
75,MINISTERUL ENERGIEI,SOCIETATEA DE ADMINISTRARE A PARTICIPAȚIILOR ÎN ENERGIE (S.A.P.E. S.A.),33134190,Pîrvulescu Bogdan,Director/directorat,"4 5,356","272,136",45356.0,272136.0
76,MINISTERUL ENERGIEI,TITAN POWER,40817209,Marian Luiza,Membru CA/CS,"1 6,500","198,000",16500.0,198000.0
76,MINISTERUL ENERGIEI,TITAN POWER,40817209,Georgescu Ionel,Membru CA/CS,"1 6,500","198,000",16500.0,198000.0
,MINISTERUL ENERGIEI,TITAN POWER,40817209,Ionescu Mirela,Membru CA/CS,"1 6,500","198,000",16500.0,198000.0
76,MINISTERUL ENERGIEI,TITAN POWER,40817209,Offenberg Iulian,Director/directorat,"25,641","615,384",25641.0,615384.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Popescu Luminița Georgeta,Membru CA/CS,"2 1,332",,21332.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Călinoiu Ionel-Cătălin,Membru CA/CS,"2 1,333",,21333.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Rogojinaru Viorel,Membru CA/CS,"2 1,334",,21334.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Marinescu Constantin-Adrian,Membru CA/CS,"2 1,335",,21335.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Costescu Marian-Dan,Membru CA/CS,"2 1,336",,21336.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Dăianu Adrian,Membru CA/CS,"2 1,337",,21337.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Ion Valeriu Ionita ( Fp),Membru CA/CS,"2 1,338",,21338.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Plaveti Iulius Dan,Director/directorat,35274 - 70548,,0.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Trufelea Constantin Cosmin,Director/directorat,35274 - 70548,,0.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Bălășoiu Ion,Director/directorat,35274 - 70548,,0.0,0.0
77,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC OLTENIA,30267310,Vacant,Director/directorat,,,0.0,0.0
78,MINISTERUL ENERGIEI,MINPREST SERV,14814483,Brînzan Adela,Membru CA/CS,"2,780",,2780.0,0.0
78,MINISTERUL ENERGIEI,MINPREST SERV,14814483,Lungu Ion,Membru CA/CS,"2,780",,2780.0,0.0
78,MINISTERUL ENERGIEI,MINPREST SERV,14814483,Bejinaru Maria Mădălina,Membru CA/CS,"2,780",,2780.0,0.0
78,MINISTERUL ENERGIEI,MINPREST SERV,14814483,Țein Maria Mihaela,Membru CA/CS,"2,780",,2780.0,0.0
,MINISTERUL ENERGIEI,MINPREST SERV,14814483,Drăgulescu Mădălina Maria,Membru CA/CS,"2,780",,2780.0,0.0
78,MINISTERUL ENERGIEI,MINPREST SERV,14814483,Vacant,Director/directorat,,,0.0,0.0
79,MINISTERUL ENERGIEI,MEDSERV MIN,14814475,Popescu Georgiana,Membru CA/CS,"3,000",,3000.0,0.0
79,MINISTERUL ENERGIEI,MEDSERV MIN,14814475,Tălău Ioana,Membru CA/CS,"3,000",,3000.0,0.0
79,MINISTERUL ENERGIEI,MEDSERV MIN,14814475,Guță Robert Ciprian,Membru CA/CS,"3,000",,3000.0,0.0
79,MINISTERUL ENERGIEI,MEDSERV MIN,14814475,Giorgi Gabriel Giorgian,Director/directorat,"1 8,000",,18000.0,0.0
79,MINISTERUL ENERGIEI,MEDSERV MIN,14814475,Păun Ecaterina,Director/directorat,"9,500",,9500.0,0.0
80,MINISTERUL ENERGIEI,CCGT POWER IȘALNIȚA,48790613,Butnaru Iulian-Marian,Membru CA/CS,"2 9,000",,29000.0,0.0
80,MINISTERUL ENERGIEI,CCGT POWER IȘALNIȚA,48790613,Bălu Ovidiu,Membru CA/CS,"1 2,000",,12000.0,0.0
80,MINISTERUL ENERGIEI,CCGT POWER IȘALNIȚA,48790613,Stoenac Dragoș-Marian,Membru CA/CS,"1 2,000",,12000.0,0.0
80,MINISTERUL ENERGIEI,CCGT POWER IȘALNIȚA,48790613,Vintilă Mihai-Adrian,Director/directorat,"2 5,641",,25641.0,0.0
80,MINISTERUL ENERGIEI,CCGT POWER IȘALNIȚA,48790613,Costescu Olga,Director/directorat,"2 3,932",,23932.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Ducu Marian - Cătălin,Membru CA/CS,,,0.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Uta Ion Octavian,Membru CA/CS,,,0.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Trancotă Daniela,Membru CA/CS,"1 1,883",,11883.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Fulgernicolae,Membru CA/CS,"1 1,883",,11883.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Mișa Ionuț,Membru CA/CS,"1 1,883",,11883.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Bărîcă Gheorghe,Membru CA/CS,"1 1,883",,11883.0,0.0
,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Ioniță Gheorghe,Membru CA/CS,"1 1,883",,11883.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Ută Ion Octavian,Director/directorat,"6 4,519",,64519.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Ducu Marian - Cătălin,Director/directorat,"5 9,142",,59142.0,0.0
81,MINISTERUL ENERGIEI,REGIA AUTONOMĂ TEHNOLOGII PENTRU ENERGIA NUCLEARĂ  (R.A.T.E.N. S.A.),32306920,Apostoliceanu Sorin,Director/directorat,"5 3,765",,53765.0,0.0
82,MINISTERUL ENERGIEI,"COMPANIA NAȚIONALĂ PENTRU CONTROLUL CAZANELOR, INSTALAȚIILOR DE RIDICAT ȘI RECIPIENTELOR SUB PRESIUNE (C.N.C.I.R. S.A.)",27787860,Stan -Olteanu Manuela Petronela,Membru CA/CS,"2 3,130",,23130.0,0.0
82,MINISTERUL ENERGIEI,"COMPANIA NAȚIONALĂ PENTRU CONTROLUL CAZANELOR, INSTALAȚIILOR DE RIDICAT ȘI RECIPIENTELOR SUB PRESIUNE (C.N.C.I.R. S.A.)",27787860,Doloiu Maria Roberta,Membru CA/CS,"2 3,130",,23130.0,0.0
82,MINISTERUL ENERGIEI,"COMPANIA NAȚIONALĂ PENTRU CONTROLUL CAZANELOR, INSTALAȚIILOR DE RIDICAT ȘI RECIPIENTELOR SUB PRESIUNE (C.N.C.I.R. S.A.)",27787860,Pagu Angelica,Membru CA/CS,"2 3,130",,23130.0,0.0
82,MINISTERUL ENERGIEI,"COMPANIA NAȚIONALĂ PENTRU CONTROLUL CAZANELOR, INSTALAȚIILOR DE RIDICAT ȘI RECIPIENTELOR SUB PRESIUNE (C.N.C.I.R. S.A.)",27787860,Anton Cristian Ioan,Membru CA/CS,"2 3,130",,23130.0,0.0
82,MINISTERUL ENERGIEI,"COMPANIA NAȚIONALĂ PENTRU CONTROLUL CAZANELOR, INSTALAȚIILOR DE RIDICAT ȘI RECIPIENTELOR SUB PRESIUNE (C.N.C.I.R. S.A.)",27787860,Vacant,Membru CA/CS,,,0.0,0.0
82,MINISTERUL ENERGIEI,"COMPANIA NAȚIONALĂ PENTRU CONTROLUL CAZANELOR, INSTALAȚIILOR DE RIDICAT ȘI RECIPIENTELOR SUB PRESIUNE (C.N.C.I.R. S.A.)",27787860,Raicu Ionica,Director/directorat,"58,521",,58521.0,0.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Marinescu Dan- Constantin,Membru CA/CS,"2 4,032","288,384",24032.0,288384.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Scarlat Dan- Florin,Membru CA/CS,"2 4,032","288,384",24032.0,288384.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Chirita Sorin,Membru CA/CS,"2 4,032","288,384",24032.0,288384.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Bondalici Mădălin Mihai,Membru CA/CS,"2 4,032","288,384",24032.0,288384.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Andrei Ioan Costina,Membru CA/CS,"2 4,032","288,384",24032.0,288384.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Radu Oana Laura,Director/directorat,"3 5,274","423,288",35274.0,423288.0
83,MINISTERUL ENERGIEI,ELECTROCENTRALE GRUP,31028788,Mușat Clarisa - Stefi,Director/directorat,"2 3,516","282,192",23516.0,282192.0
84,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Văduva Silviu,Membru CA/CS,"33,299",,33299.0,0.0
,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Pavel Mirela Adriana,Membru CA/CS,"33,299",,33299.0,0.0
84,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Barbu Irina Mihaela,Membru CA/CS,"33,299",,33299.0,0.0
84,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Meran Dan Ştefan,Membru CA/CS,"33,299",,33299.0,0.0
84,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Ciucur Ionuţ,Membru CA/CS,"33,299",,33299.0,0.0
84,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Creţu Claudiu,Director/directorat,"72,459","73,214",72459.0,73214.0
84,MINISTERUL ENERGIEI,ELECTROCENTRALE BUCUREȘTI  (ELCEN),15189596,Vîlca Marcel,Director/directorat,"48,306","48,809",48306.0,48809.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Nica Gabriela Andreea,Membru CA/CS,"2 3,786",,23786.0,0.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Gherghe Cosmin Lucian,Membru CA/CS,"2 3,786",,23786.0,0.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Bunta Gabriel,Membru CA/CS,"2 3,786",,23786.0,0.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Olaru Anamaria-Magdalena,Membru CA/CS,"2 3,786",,23786.0,0.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Petre Madalin Gerogescu (Fp),Membru CA/CS,"2 3,786",,23786.0,0.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Lorena Voican,Director/directorat,"3 4,836",,34836.0,0.0
85,MINISTERUL ENERGIEI,ELCTROCENTRALE CRAIOVA,46943133,Băsescu Cristian,Director/directorat,"2 8,333",,28333.0,0.0
86,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC VALEA JIULUI,30859649,Roșu Ioan-Cristian,Membru CA/CS,"1 2,016",,12016.0,0.0
86,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC VALEA JIULUI,30859649,Buda Gheorghe,Membru CA/CS,"1 2,016",,12016.0,0.0
86,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC VALEA JIULUI,30859649,Biris Liviu-Ioan,Membru CA/CS,"1 2,016",,12016.0,0.0
86,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC VALEA JIULUI,30859649,Marinescu Dan Constantin,Membru CA/CS,"1 2,016",,12016.0,0.0
86,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC VALEA JIULUI,30859649,Vacant,,,,0.0,0.0
,MINISTERUL ENERGIEI,COMPLEXUL ENERGETIC VALEA JIULUI,30859649,Mija Eduaard Aurelian,Director/directorat,"3 8,560",,38560.0,0.0
87,MINISTERUL ENERGIEI,MIDIA GREEN ENERGY,14325363,Sinan Mustafa,Membru CA/CS,"3 7,821",,37821.0,0.0
87,MINISTERUL ENERGIEI,MIDIA GREEN ENERGY,14325363,Sorin Danut Popescu,Membru CA/CS,"2 8,388",,28388.0,0.0
87,MINISTERUL ENERGIEI,MIDIA GREEN ENERGY,14325363,Petre Iulian Nicolescu,Membru CA/CS,"2 8,388",,28388.0,0.0
87,MINISTERUL ENERGIEI,MIDIA GREEN ENERGY,14325363,Utekov Yedil,Membru CA/CS,"3 7,821",,37821.0,0.0
87,MINISTERUL ENERGIEI,MIDIA GREEN ENERGY,14325363,Suleimanov Albert,Membru CA/CS,"3 7,821",,37821.0,0.0
87,MINISTERUL ENERGIEI,MIDIA GREEN ENERGY,14325363,Turgay Chemal,Director/directorat,"5 0,429",,50429.0,0.0
88,MINISTERUL ENERGIEI,"INSTITUTUL DE CERCETARE ȘTIINȚIFICĂ, INGINERIE TEHNOLOGICĂ ȘI PROIECTARE MINE PE LIGNIT (I.C.S.I.T.P.M.L. S.A.)",3730549,Ungureanu Adriana Lorena,Membru CA/CS,"4,662",,4662.0,0.0
88,MINISTERUL ENERGIEI,"INSTITUTUL DE CERCETARE ȘTIINȚIFICĂ, INGINERIE TEHNOLOGICĂ ȘI PROIECTARE MINE PE LIGNIT (I.C.S.I.T.P.M.L. S.A.)",3730549,Niculaita Nicolae,Membru CA/CS,"4,662",,4662.0,0.0
88,MINISTERUL ENERGIEI,"INSTITUTUL DE CERCETARE ȘTIINȚIFICĂ, INGINERIE TEHNOLOGICĂ ȘI PROIECTARE MINE PE LIGNIT (I.C.S.I.T.P.M.L. S.A.)",3730549,Vacant,Membru CA/CS,,,0.0,0.0
88,MINISTERUL ENERGIEI,"INSTITUTUL DE CERCETARE ȘTIINȚIFICĂ, INGINERIE TEHNOLOGICĂ ȘI PROIECTARE MINE PE LIGNIT (I.C.S.I.T.P.M.L. S.A.)",3730549,,Director/directorat,"15,000",,15000.0,0.0
89,MINISTERUL APARARII NATIONALE,Compania Națională ROMTEHNICA,472771,Bachide Eduard,Membru CA/CS,"10,370",,10370.0,0.0
89,MINISTERUL APARARII NATIONALE,Compania Națională ROMTEHNICA,472771,Mișa Ionuț,Membru CA/CS,"10,370",,10370.0,0.0
89,MINISTERUL APARARII NATIONALE,Compania Națională ROMTEHNICA,472771,Vacant,Vacant,,Nu a fost stabilită,0.0,0.0
89,MINISTERUL APARARII NATIONALE,Compania Națională ROMTEHNICA,472771,Ghidiu Ruxandra,Director/directorat,,Nu a fost stabilită,0.0,0.0
